pair_id,design_id,operational_id,Hnode,Hlink,hashrate_concentration,validator_count,number_of_attackers,block_creation_interval,max_block_size,inbound_connections,outbound_connections
45388,454,88,0.1275,0.3825,0.11,401,90,376,3.599981072,7,4
45389,454,89,0.2325,0.3275,0.08,600,61,376,3.599981072,7,4
45390,454,90,0.2225,0.14,0.23,356,21,376,3.599981072,7,4
45391,454,91,0.56,0.19,0.3275,985,42,376,3.599981072,7,4
45392,454,92,0.4875,0.225,0.705,198,1,376,3.599981072,7,4
45393,454,93,0.1,0.275,0.6375,635,51,376,3.599981072,7,4
45394,454,94,0.205,0.1825,0.2825,183,33,376,3.599981072,7,4
45395,454,95,0.5425,0.3375,0.2225,511,1,376,3.599981072,7,4
45396,454,96,0.2125,0.2425,0.735,797,24,376,3.599981072,7,4
45397,454,97,0.1175,0.1675,0.14,773,112,376,3.599981072,7,4
45398,454,98,0.19,0.0625,0.185,66,3,376,3.599981072,7,4
45399,454,99,0.4775,0.15,0.0875,436,27,376,3.599981072,7,4
45400,454,100,0.47,0.1575,0.615,261,58,376,3.599981072,7,4
45401,455,1,0.2725,0.365,0.7175,122,13,107,0.287758165,18,7
45402,455,2,0.4875,0.055,0.415,353,45,107,0.287758165,18,7
45403,455,3,0.555,0.3675,0.4475,758,11,107,0.287758165,18,7
45404,455,4,0.41,0.3125,0.47,65,3,107,0.287758165,18,7
45405,455,5,0.2125,0.205,0.175,916,68,107,0.287758165,18,7
45406,455,6,0.5975,0.185,0.5525,58,0,107,0.287758165,18,7
45407,455,7,0.24,0.1225,0.4775,359,36,107,0.287758165,18,7
45408,455,8,0.4925,0.325,0.77,109,18,107,0.287758165,18,7
45409,455,9,0.1175,0.17,0.055,706,24,107,0.287758165,18,7
45410,455,10,0.35,0.3975,0.4,33,6,107,0.287758165,18,7
45411,455,11,0.4375,0.3925,0.8,413,27,107,0.287758165,18,7
45412,455,12,0.15,0.3325,0.5,497,65,107,0.287758165,18,7
45413,455,13,0.0675,0.145,0.1825,43,5,107,0.287758165,18,7
45414,455,14,0.195,0.295,0.1,162,22,107,0.287758165,18,7
45415,455,15,0.255,0.21,0.725,755,86,107,0.287758165,18,7
45416,455,16,0.4825,0.22,0.605,372,36,107,0.287758165,18,7
45417,455,17,0.2275,0.1925,0.4625,735,144,107,0.287758165,18,7
45418,455,18,0.355,0.11,0.2575,146,12,107,0.287758165,18,7
45419,455,19,0.305,0.3725,0.2125,686,49,107,0.287758165,18,7
45420,455,20,0.57,0.27,0.235,577,46,107,0.287758165,18,7
45421,455,21,0.135,0.4,0.2875,852,78,107,0.287758165,18,7
45422,455,22,0.3,0.3825,0.53,510,114,107,0.287758165,18,7
45423,455,23,0.515,0.2175,0.2725,903,204,107,0.287758165,18,7
45424,455,24,0.14,0.08,0.665,171,13,107,0.287758165,18,7
45425,455,25,0.2675,0.0725,0.0775,616,86,107,0.287758165,18,7
45426,455,26,0.4,0.225,0.1525,466,115,107,0.287758165,18,7
45427,455,27,0.5425,0.16,0.115,780,47,107,0.287758165,18,7
45428,455,28,0.5275,0.135,0.4925,456,105,107,0.287758165,18,7
45429,455,29,0.505,0.1275,0.0625,182,5,107,0.287758165,18,7
45430,455,30,0.2175,0.3025,0.7475,488,41,107,0.287758165,18,7
45431,455,31,0.0575,0.1675,0.3175,631,79,107,0.287758165,18,7
45432,455,32,0.3325,0.0625,0.755,765,185,107,0.287758165,18,7
45433,455,33,0.08,0.355,0.6425,204,37,107,0.287758165,18,7
45434,455,34,0.0625,0.23,0.43,745,118,107,0.287758165,18,7
45435,455,35,0.2225,0.34,0.3625,243,9,107,0.287758165,18,7
45436,455,36,0.405,0.0975,0.3925,597,2,107,0.287758165,18,7
45437,455,37,0.5,0.3575,0.5675,950,148,107,0.287758165,18,7
45438,455,38,0.1625,0.385,0.085,796,159,107,0.287758165,18,7
45439,455,39,0.1775,0.235,0.1675,84,19,107,0.287758165,18,7
45440,455,40,0.56,0.375,0.545,234,43,107,0.287758165,18,7
45441,455,41,0.2,0.38,0.6575,989,47,107,0.287758165,18,7
45442,455,42,0.2825,0.36,0.145,332,2,107,0.287758165,18,7
45443,455,43,0.4325,0.2825,0.71,722,31,107,0.287758165,18,7
45444,455,44,0.4275,0.315,0.265,687,144,107,0.287758165,18,7
45445,455,45,0.09,0.15,0.7025,405,63,107,0.287758165,18,7
45446,455,46,0.465,0.1,0.7325,656,92,107,0.287758165,18,7
45447,455,47,0.5825,0.2625,0.355,842,139,107,0.287758165,18,7
45448,455,48,0.1675,0.2125,0.295,99,6,107,0.287758165,18,7
45449,455,49,0.565,0.115,0.7625,821,45,107,0.287758165,18,7
45450,455,50,0.3875,0.35,0.1075,936,165,107,0.287758165,18,7
45451,455,51,0.455,0.3425,0.6725,667,157,107,0.287758165,18,7
45452,455,52,0.3225,0.075,0.4075,863,168,107,0.287758165,18,7
45453,455,53,0.3725,0.1175,0.37,190,38,107,0.287758165,18,7
45454,455,54,0.2775,0.2775,0.44,794,198,107,0.287758165,18,7
45455,455,55,0.3775,0.1825,0.59,712,124,107,0.287758165,18,7
45456,455,56,0.3675,0.1325,0.6275,962,128,107,0.287758165,18,7
45457,455,57,0.295,0.105,0.1375,875,104,107,0.287758165,18,7
45458,455,58,0.52,0.305,0.485,886,107,107,0.287758165,18,7
45459,455,59,0.3175,0.2025,0.5825,247,6,107,0.287758165,18,7
45460,455,60,0.36,0.2875,0.3025,316,34,107,0.287758165,18,7
45461,455,61,0.185,0.1525,0.575,529,16,107,0.287758165,18,7
45462,455,62,0.2625,0.2725,0.25,443,72,107,0.287758165,18,7
45463,455,63,0.415,0.2525,0.31,955,105,107,0.287758165,18,7
45464,455,64,0.1725,0.1075,0.6875,928,197,107,0.287758165,18,7
45465,455,65,0.205,0.125,0.325,382,84,107,0.287758165,18,7
45466,455,66,0.5925,0.3375,0.16,605,89,107,0.287758165,18,7
45467,455,67,0.5375,0.0675,0.5975,620,55,107,0.287758165,18,7
45468,455,68,0.3825,0.2375,0.695,588,10,107,0.287758165,18,7
45469,455,69,0.46,0.39,0.22,475,10,107,0.287758165,18,7
45470,455,70,0.13,0.1775,0.5225,997,101,107,0.287758165,18,7
45471,455,71,0.4725,0.1575,0.0925,289,70,107,0.287758165,18,7
45472,455,72,0.5325,0.195,0.74,308,38,107,0.287758165,18,7
45473,455,73,0.095,0.265,0.455,93,4,107,0.287758165,18,7
45474,455,74,0.345,0.245,0.07,385,18,107,0.287758165,18,7
45475,455,75,0.2325,0.2975,0.62,152,36,107,0.287758165,18,7
45476,455,76,0.1225,0.28,0.1225,543,116,107,0.287758165,18,7
45477,455,77,0.0725,0.0925,0.2275,425,77,107,0.287758165,18,7
45478,455,78,0.4775,0.1425,0.3775,980,67,107,0.287758165,18,7
45479,455,79,0.395,0.175,0.4225,24,4,107,0.287758165,18,7
45480,455,80,0.29,0.165,0.7925,221,42,107,0.287758165,18,7
45481,455,81,0.19,0.065,0.515,283,18,107,0.287758165,18,7
45482,455,82,0.5875,0.0825,0.205,129,24,107,0.287758165,18,7
45483,455,83,0.31,0.3225,0.635,554,58,107,0.287758165,18,7
45484,455,84,0.51,0.33,0.13,211,18,107,0.287758165,18,7
45485,455,85,0.5775,0.2425,0.68,396,81,107,0.287758165,18,7
45486,455,86,0.3375,0.1875,0.1975,895,36,107,0.287758165,18,7
45487,455,87,0.1,0.3475,0.34,343,82,107,0.287758165,18,7
45488,455,88,0.1575,0.26,0.7775,865,192,107,0.287758165,18,7
45489,455,89,0.085,0.3075,0.385,562,33,107,0.287758165,18,7
45490,455,90,0.45,0.29,0.28,257,37,107,0.287758165,18,7
45491,455,91,0.5475,0.2,0.19,515,106,107,0.287758165,18,7
45492,455,92,0.4425,0.0875,0.3475,436,13,107,0.287758165,18,7
45493,455,93,0.1125,0.05,0.56,536,82,107,0.287758165,18,7
45494,455,94,0.3275,0.255,0.5375,644,124,107,0.287758165,18,7
45495,455,95,0.0525,0.32,0.6125,832,16,107,0.287758165,18,7
45496,455,96,0.1075,0.2275,0.785,299,3,107,0.287758165,18,7
45497,455,97,0.145,0.14,0.3325,668,114,107,0.287758165,18,7
45498,455,98,0.245,0.2475,0.5075,272,26,107,0.287758165,18,7
45499,455,99,0.25,0.0575,0.2425,809,9,107,0.287758165,18,7
45500,455,100,0.4225,0.09,0.65,73,16,107,0.287758165,18,7
45501,456,1,0.075,0.3275,0.4225,799,169,82,7.681517218,16,4
45502,456,2,0.18,0.3175,0.4975,450,40,82,7.681517218,16,4
45503,456,3,0.4625,0.085,0.7075,237,51,82,7.681517218,16,4
45504,456,4,0.34,0.2075,0.415,271,51,82,7.681517218,16,4
45505,456,5,0.4,0.395,0.4525,427,30,82,7.681517218,16,4
45506,456,6,0.39,0.19,0.565,787,110,82,7.681517218,16,4
45507,456,7,0.295,0.175,0.7525,557,109,82,7.681517218,16,4
45508,456,8,0.5125,0.2325,0.0675,980,233,82,7.681517218,16,4
45509,456,9,0.54,0.2775,0.4675,584,15,82,7.681517218,16,4
45510,456,10,0.4725,0.1125,0.3175,329,2,82,7.681517218,16,4
45511,456,11,0.19,0.38,0.225,643,113,82,7.681517218,16,4
45512,456,12,0.33,0.3025,0.7825,969,238,82,7.681517218,16,4
45513,456,13,0.115,0.1525,0.15,318,75,82,7.681517218,16,4
45514,456,14,0.43,0.3875,0.5875,759,131,82,7.681517218,16,4
45515,456,15,0.1075,0.355,0.165,824,41,82,7.681517218,16,4
45516,456,16,0.12,0.105,0.7675,990,154,82,7.681517218,16,4
45517,456,17,0.285,0.2125,0.24,809,108,82,7.681517218,16,4
45518,456,18,0.4175,0.265,0.505,461,100,82,7.681517218,16,4
45519,456,19,0.3075,0.225,0.18,401,26,82,7.681517218,16,4
45520,456,20,0.24,0.0675,0.6325,745,152,82,7.681517218,16,4
45521,456,21,0.5675,0.335,0.355,747,8,82,7.681517218,16,4
45522,456,22,0.2525,0.2175,0.55,709,162,82,7.681517218,16,4
45523,456,23,0.4575,0.3425,0.1725,701,55,82,7.681517218,16,4
45524,456,24,0.445,0.195,0.2025,108,16,82,7.681517218,16,4
45525,456,25,0.2125,0.1575,0.5725,145,9,82,7.681517218,16,4
45526,456,26,0.3575,0.0775,0.1875,654,3,82,7.681517218,16,4
45527,456,27,0.08,0.25,0.385,301,25,82,7.681517218,16,4
45528,456,28,0.3025,0.095,0.34,232,39,82,7.681517218,16,4
45529,456,29,0.49,0.3625,0.5425,376,62,82,7.681517218,16,4
45530,456,30,0.2575,0.345,0.685,63,2,82,7.681517218,16,4
45531,456,31,0.3175,0.135,0.195,766,107,82,7.681517218,16,4
45532,456,32,0.59,0.3375,0.61,95,19,82,7.681517218,16,4
45533,456,33,0.5725,0.12,0.06,434,69,82,7.681517218,16,4
45534,456,34,0.5175,0.39,0.1275,250,14,82,7.681517218,16,4
45535,456,35,0.1575,0.3075,0.6175,259,52,82,7.681517218,16,4
45536,456,36,0.55,0.2575,0.3925,76,11,82,7.681517218,16,4
45537,456,37,0.13,0.2675,0.2475,36,1,82,7.681517218,16,4
45538,456,38,0.29,0.295,0.3625,406,95,82,7.681517218,16,4
45539,456,39,0.5,0.285,0.1425,208,38,82,7.681517218,16,4
45540,456,40,0.4075,0.0875,0.655,873,108,82,7.681517218,16,4
45541,456,41,0.5275,0.115,0.2625,818,172,82,7.681517218,16,4
45542,456,42,0.2475,0.24,0.0525,859,31,82,7.681517218,16,4
45543,456,43,0.0975,0.1225,0.3325,475,36,82,7.681517218,16,4
45544,456,44,0.0925,0.1875,0.445,44,10,82,7.681517218,16,4
45545,456,45,0.185,0.13,0.7,55,8,82,7.681517218,16,4
45546,456,46,0.28,0.11,0.4825,174,19,82,7.681517218,16,4
45547,456,47,0.345,0.17,0.135,687,141,82,7.681517218,16,4
45548,456,48,0.0575,0.215,0.1575,521,80,82,7.681517218,16,4
45549,456,49,0.1525,0.0975,0.3775,603,150,82,7.681517218,16,4
45550,456,50,0.435,0.0575,0.0825,590,58,82,7.681517218,16,4
45551,456,51,0.4775,0.2425,0.5125,564,71,82,7.681517218,16,4
45552,456,52,0.275,0.1975,0.625,680,44,82,7.681517218,16,4
45553,456,53,0.1625,0.205,0.4375,659,1,82,7.681517218,16,4
45554,456,54,0.5225,0.2825,0.715,637,47,82,7.681517218,16,4
45555,456,55,0.1475,0.165,0.5275,920,54,82,7.681517218,16,4
45556,456,56,0.175,0.0625,0.09,154,11,82,7.681517218,16,4
45557,456,57,0.1025,0.32,0.6475,676,71,82,7.681517218,16,4
45558,456,58,0.535,0.075,0.43,26,1,82,7.681517218,16,4
45559,456,59,0.38,0.37,0.285,131,32,82,7.681517218,16,4
45560,456,60,0.5775,0.1475,0.4075,720,72,82,7.681517218,16,4
45561,456,61,0.5625,0.3725,0.7225,851,193,82,7.681517218,16,4
45562,456,62,0.44,0.2525,0.6025,929,18,82,7.681517218,16,4
45563,456,63,0.07,0.3525,0.2775,158,20,82,7.681517218,16,4
45564,456,64,0.3125,0.26,0.73,611,84,82,7.681517218,16,4
45565,456,65,0.1425,0.1375,0.075,462,56,82,7.681517218,16,4
45566,456,66,0.495,0.14,0.79,489,56,82,7.681517218,16,4
45567,456,67,0.0525,0.0525,0.595,387,70,82,7.681517218,16,4
45568,456,68,0.2075,0.35,0.67,884,133,82,7.681517218,16,4
45569,456,69,0.3725,0.3125,0.3,573,112,82,7.681517218,16,4
45570,456,70,0.3625,0.23,0.64,218,20,82,7.681517218,16,4
45571,456,71,0.125,0.18,0.3475,878,163,82,7.681517218,16,4
45572,456,72,0.4675,0.05,0.475,906,156,82,7.681517218,16,4
45573,456,73,0.325,0.31,0.1125,127,4,82,7.681517218,16,4
45574,456,74,0.135,0.235,0.7375,191,44,82,7.681517218,16,4
45575,456,75,0.5825,0.2225,0.6625,200,17,82,7.681517218,16,4
45576,456,76,0.2625,0.2475,0.27,734,119,82,7.681517218,16,4
45577,456,77,0.22,0.1025,0.2175,942,23,82,7.681517218,16,4
45578,456,78,0.545,0.1275,0.5575,515,99,82,7.681517218,16,4
45579,456,79,0.4225,0.325,0.7975,87,10,82,7.681517218,16,4
45580,456,80,0.555,0.2,0.745,336,14,82,7.681517218,16,4
45581,456,81,0.3525,0.2925,0.52,842,36,82,7.681517218,16,4
45582,456,82,0.485,0.1825,0.12,959,79,82,7.681517218,16,4
45583,456,83,0.235,0.06,0.58,363,41,82,7.681517218,16,4
45584,456,84,0.385,0.1625,0.37,108,5,82,7.681517218,16,4
45585,456,85,0.2025,0.29,0.46,350,56,82,7.681517218,16,4
45586,456,86,0.395,0.07,0.2325,177,39,82,7.681517218,16,4
45587,456,87,0.2675,0.3775,0.325,497,56,82,7.681517218,16,4
45588,456,88,0.45,0.1725,0.6925,417,6,82,7.681517218,16,4
45589,456,89,0.4125,0.3325,0.21,354,46,82,7.681517218,16,4
45590,456,90,0.0875,0.3975,0.76,548,12,82,7.681517218,16,4
45591,456,91,0.335,0.145,0.775,306,10,82,7.681517218,16,4
45592,456,92,0.595,0.08,0.2925,535,21,82,7.681517218,16,4
45593,456,93,0.17,0.275,0.31,997,90,82,7.681517218,16,4
45594,456,94,0.065,0.0925,0.6775,780,39,82,7.681517218,16,4
45595,456,95,0.505,0.155,0.49,627,151,82,7.681517218,16,4
45596,456,96,0.225,0.3675,0.535,286,2,82,7.681517218,16,4
45597,456,97,0.6,0.3,0.255,898,97,82,7.681517218,16,4
45598,456,98,0.3675,0.385,0.4,935,92,82,7.681517218,16,4
45599,456,99,0.1975,0.2725,0.105,283,50,82,7.681517218,16,4
45600,456,100,0.23,0.36,0.0975,503,111,82,7.681517218,16,4
45601,457,1,0.0775,0.2425,0.485,272,50,885,5.566202476,59,5
45602,457,2,0.1325,0.3,0.2375,584,32,885,5.566202476,59,5
45603,457,3,0.4325,0.085,0.41,442,66,885,5.566202476,59,5
45604,457,4,0.0625,0.1775,0.5825,480,20,885,5.566202476,59,5
45605,457,5,0.1225,0.1625,0.665,734,99,885,5.566202476,59,5
45606,457,6,0.205,0.3875,0.155,917,34,885,5.566202476,59,5
45607,457,7,0.3925,0.065,0.2525,980,196,885,5.566202476,59,5
45608,457,8,0.05,0.2675,0.6875,933,24,885,5.566202476,59,5
45609,457,9,0.42,0.385,0.7575,720,10,885,5.566202476,59,5
45610,457,10,0.4875,0.205,0.0575,332,1,885,5.566202476,59,5
45611,457,11,0.46,0.395,0.245,129,24,885,5.566202476,59,5
45612,457,12,0.2825,0.32,0.11,243,18,885,5.566202476,59,5
45613,457,13,0.48,0.13,0.59,885,61,885,5.566202476,59,5
45614,457,14,0.215,0.1525,0.5525,120,9,885,5.566202476,59,5
45615,457,15,0.2425,0.2125,0.0875,503,65,885,5.566202476,59,5
45616,457,16,0.305,0.2575,0.4625,381,15,885,5.566202476,59,5
45617,457,17,0.25,0.23,0.635,103,3,885,5.566202476,59,5
45618,457,18,0.565,0.275,0.1775,361,49,885,5.566202476,59,5
45619,457,19,0.1,0.325,0.5675,739,108,885,5.566202476,59,5
45620,457,20,0.2225,0.36,0.365,856,39,885,5.566202476,59,5
45621,457,21,0.1375,0.34,0.7725,234,51,885,5.566202476,59,5
45622,457,22,0.36,0.3975,0.515,150,13,885,5.566202476,59,5
45623,457,23,0.52,0.225,0.4775,832,27,885,5.566202476,59,5
45624,457,24,0.2725,0.2925,0.7875,428,36,885,5.566202476,59,5
45625,457,25,0.4475,0.31,0.26,684,152,885,5.566202476,59,5
45626,457,26,0.47,0.155,0.71,285,50,885,5.566202476,59,5
45627,457,27,0.4975,0.2325,0.62,600,149,885,5.566202476,59,5
45628,457,28,0.3875,0.1875,0.47,402,89,885,5.566202476,59,5
45629,457,29,0.5425,0.145,0.0725,488,91,885,5.566202476,59,5
45630,457,30,0.3475,0.195,0.75,961,104,885,5.566202476,59,5
45631,457,31,0.16,0.29,0.335,210,26,885,5.566202476,59,5
45632,457,32,0.105,0.135,0.395,672,6,885,5.566202476,59,5
45633,457,33,0.055,0.0925,0.2225,913,127,885,5.566202476,59,5
45634,457,34,0.195,0.17,0.1325,872,150,885,5.566202476,59,5
45635,457,35,0.15,0.37,0.4325,561,138,885,5.566202476,59,5
45636,457,36,0.3,0.12,0.065,225,49,885,5.566202476,59,5
45637,457,37,0.5975,0.2475,0.35,784,153,885,5.566202476,59,5
45638,457,38,0.3975,0.1975,0.425,986,99,885,5.566202476,59,5
45639,457,39,0.4525,0.2625,0.6125,627,57,885,5.566202476,59,5
45640,457,40,0.21,0.165,0.3125,552,67,885,5.566202476,59,5
45641,457,41,0.0825,0.3275,0.05,647,136,885,5.566202476,59,5
45642,457,42,0.2925,0.3625,0.2075,591,66,885,5.566202476,59,5
45643,457,43,0.11,0.095,0.1925,172,17,885,5.566202476,59,5
45644,457,44,0.2875,0.2075,0.2975,182,36,885,5.566202476,59,5
45645,457,45,0.2775,0.3425,0.575,968,171,885,5.566202476,59,5
45646,457,46,0.5525,0.075,0.4475,342,84,885,5.566202476,59,5
45647,457,47,0.0725,0.19,0.1025,70,17,885,5.566202476,59,5
45648,457,48,0.3325,0.16,0.23,423,98,885,5.566202476,59,5
45649,457,49,0.5375,0.1475,0.4025,254,22,885,5.566202476,59,5
45650,457,50,0.5025,0.0575,0.17,717,45,885,5.566202476,59,5
45651,457,51,0.58,0.1175,0.32,154,7,885,5.566202476,59,5
45652,457,52,0.1275,0.2025,0.5225,634,129,885,5.566202476,59,5
45653,457,53,0.5575,0.3025,0.56,409,23,885,5.566202476,59,5
45654,457,54,0.51,0.3575,0.6575,114,17,885,5.566202476,59,5
45655,457,55,0.3275,0.1275,0.2,663,22,885,5.566202476,59,5
45656,457,56,0.525,0.3325,0.6275,904,205,885,5.566202476,59,5
45657,457,57,0.2275,0.0525,0.5,287,48,885,5.566202476,59,5
45658,457,58,0.4425,0.1025,0.3425,455,53,885,5.566202476,59,5
45659,457,59,0.425,0.2975,0.5975,215,24,885,5.566202476,59,5
45660,457,60,0.1875,0.07,0.725,860,207,885,5.566202476,59,5
45661,457,61,0.57,0.35,0.1475,843,87,885,5.566202476,59,5
45662,457,62,0.1775,0.2225,0.78,658,84,885,5.566202476,59,5
45663,457,63,0.53,0.285,0.095,944,132,885,5.566202476,59,5
45664,457,64,0.31,0.0675,0.68,568,92,885,5.566202476,59,5
45665,457,65,0.3825,0.375,0.6725,529,102,885,5.566202476,59,5
45666,457,66,0.41,0.05,0.795,141,15,885,5.566202476,59,5
45667,457,67,0.585,0.215,0.53,61,13,885,5.566202476,59,5
45668,457,68,0.2,0.11,0.3275,699,143,885,5.566202476,59,5
45669,457,69,0.26,0.25,0.275,825,119,885,5.566202476,59,5
45670,457,70,0.375,0.1,0.08,756,59,885,5.566202476,59,5
45671,457,71,0.515,0.1825,0.7325,195,13,885,5.566202476,59,5
45672,457,72,0.265,0.0775,0.125,376,6,885,5.566202476,59,5
45673,457,73,0.365,0.3175,0.4175,782,123,885,5.566202476,59,5
45674,457,74,0.3425,0.315,0.7425,345,18,885,5.566202476,59,5
45675,457,75,0.2325,0.265,0.695,259,52,885,5.566202476,59,5
45676,457,76,0.465,0.1725,0.3725,939,200,885,5.566202476,59,5
45677,457,77,0.255,0.3925,0.4925,760,181,885,5.566202476,59,5
45678,457,78,0.475,0.3675,0.185,304,71,885,5.566202476,59,5
45679,457,79,0.145,0.06,0.3875,187,8,885,5.566202476,59,5
45680,457,80,0.4375,0.18,0.2675,804,14,885,5.566202476,59,5
45681,457,81,0.315,0.28,0.3575,465,85,885,5.566202476,59,5
45682,457,82,0.2375,0.0825,0.6425,770,45,885,5.566202476,59,5
45683,457,83,0.095,0.335,0.1175,462,43,885,5.566202476,59,5
45684,457,84,0.0675,0.3525,0.7175,361,43,885,5.566202476,59,5
45685,457,85,0.1725,0.255,0.1625,95,15,885,5.566202476,59,5
45686,457,86,0.4925,0.0875,0.65,495,4,885,5.566202476,59,5
45687,457,87,0.355,0.22,0.2825,322,49,885,5.566202476,59,5
45688,457,88,0.32,0.1375,0.7025,605,139,885,5.566202476,59,5
45689,457,89,0.1675,0.1425,0.545,813,79,885,5.566202476,59,5
45690,457,90,0.09,0.125,0.605,397,71,885,5.566202476,59,5
45691,457,91,0.155,0.105,0.455,520,37,885,5.566202476,59,5
45692,457,92,0.405,0.2725,0.14,700,118,885,5.566202476,59,5
45693,457,93,0.575,0.1125,0.765,897,143,885,5.566202476,59,5
45694,457,94,0.415,0.2375,0.215,534,12,885,5.566202476,59,5
45695,457,95,0.3375,0.24,0.5375,798,64,885,5.566202476,59,5
45696,457,96,0.1175,0.2825,0.305,993,66,885,5.566202476,59,5
45697,457,97,0.37,0.345,0.29,82,2,885,5.566202476,59,5
45698,457,98,0.1825,0.38,0.44,306,1,885,5.566202476,59,5
45699,457,99,0.5925,0.3075,0.5075,618,6,885,5.566202476,59,5
45700,457,100,0.5475,0.3775,0.38,542,71,885,5.566202476,59,5
45701,458,1,0.0825,0.2175,0.145,75,3,470,7.053635451,20,3
45702,458,2,0.11,0.3725,0.4225,539,12,470,7.053635451,20,3
45703,458,3,0.43,0.0925,0.06,815,105,470,7.053635451,20,3
45704,458,4,0.0875,0.105,0.075,748,138,470,7.053635451,20,3
45705,458,5,0.165,0.2025,0.4525,691,28,470,7.053635451,20,3
45706,458,6,0.1825,0.2475,0.13,880,79,470,7.053635451,20,3
45707,458,7,0.06,0.365,0.4,222,6,470,7.053635451,20,3
45708,458,8,0.07,0.23,0.49,942,119,470,7.053635451,20,3
45709,458,9,0.175,0.135,0.1675,419,7,470,7.053635451,20,3
45710,458,10,0.225,0.0625,0.3025,122,2,470,7.053635451,20,3
45711,458,11,0.4525,0.1925,0.6025,212,25,470,7.053635451,20,3
45712,458,12,0.33,0.115,0.4375,478,29,470,7.053635451,20,3
45713,458,13,0.3025,0.3225,0.0675,728,36,470,7.053635451,20,3
45714,458,14,0.32,0.2275,0.5575,192,19,470,7.053635451,20,3
45715,458,15,0.1925,0.1,0.595,375,31,470,7.053635451,20,3
45716,458,16,0.535,0.3,0.52,237,10,470,7.053635451,20,3
45717,458,17,0.1375,0.265,0.475,626,83,470,7.053635451,20,3
45718,458,18,0.21,0.28,0.31,461,89,470,7.053635451,20,3
45719,458,19,0.27,0.36,0.58,595,146,470,7.053635451,20,3
45720,458,20,0.155,0.3775,0.7975,110,23,470,7.053635451,20,3
45721,458,21,0.125,0.085,0.7,387,92,470,7.053635451,20,3
45722,458,22,0.275,0.22,0.1975,705,108,470,7.053635451,20,3
45723,458,23,0.335,0.08,0.1075,152,28,470,7.053635451,20,3
45724,458,24,0.2525,0.14,0.3925,481,58,470,7.053635451,20,3
45725,458,25,0.365,0.21,0.325,357,81,470,7.053635451,20,3
45726,458,26,0.055,0.3075,0.0975,500,82,470,7.053635451,20,3
45727,458,27,0.325,0.16,0.7225,761,81,470,7.053635451,20,3
45728,458,28,0.3075,0.26,0.2125,583,81,470,7.053635451,20,3
45729,458,29,0.59,0.1575,0.2425,39,3,470,7.053635451,20,3
45730,458,30,0.54,0.125,0.1375,313,35,470,7.053635451,20,3
45731,458,31,0.5125,0.35,0.415,60,11,470,7.053635451,20,3
45732,458,32,0.47,0.27,0.7075,400,64,470,7.053635451,20,3
45733,458,33,0.5075,0.2825,0.175,865,187,470,7.053635451,20,3
45734,458,34,0.49,0.3975,0.535,802,9,470,7.053635451,20,3
45735,458,35,0.3925,0.3475,0.235,852,29,470,7.053635451,20,3
45736,458,36,0.3575,0.1325,0.4675,106,10,470,7.053635451,20,3
45737,458,37,0.1425,0.17,0.28,259,37,470,7.053635451,20,3
45738,458,38,0.545,0.2975,0.43,773,71,470,7.053635451,20,3
45739,458,39,0.4075,0.1525,0.565,642,109,470,7.053635451,20,3
45740,458,40,0.1975,0.39,0.0525,335,37,470,7.053635451,20,3
45741,458,41,0.2375,0.195,0.1225,888,189,470,7.053635451,20,3
45742,458,42,0.4625,0.1425,0.355,961,160,470,7.053635451,20,3
45743,458,43,0.23,0.355,0.715,841,48,470,7.053635451,20,3
45744,458,44,0.475,0.2,0.2725,436,25,470,7.053635451,20,3
45745,458,45,0.065,0.1775,0.6625,793,150,470,7.053635451,20,3
45746,458,46,0.215,0.305,0.61,713,160,470,7.053635451,20,3
45747,458,47,0.2475,0.2525,0.685,449,84,470,7.053635451,20,3
45748,458,48,0.05,0.055,0.3325,616,64,470,7.053635451,20,3
45749,458,49,0.2875,0.29,0.6475,170,0,470,7.053635451,20,3
45750,458,50,0.4125,0.3825,0.4825,648,114,470,7.053635451,20,3
45751,458,51,0.315,0.4,0.625,503,77,470,7.053635451,20,3
45752,458,52,0.0975,0.3375,0.265,404,60,470,7.053635451,20,3
45753,458,53,0.53,0.0725,0.19,553,108,470,7.053635451,20,3
45754,458,54,0.22,0.205,0.73,159,21,470,7.053635451,20,3
45755,458,55,0.5525,0.245,0.7525,737,62,470,7.053635451,20,3
45756,458,56,0.3475,0.34,0.7675,325,37,470,7.053635451,20,3
45757,458,57,0.525,0.065,0.6175,82,12,470,7.053635451,20,3
45758,458,58,0.425,0.175,0.505,349,19,470,7.053635451,20,3
45759,458,59,0.12,0.1625,0.22,203,44,470,7.053635451,20,3
45760,458,60,0.4025,0.2625,0.09,65,16,470,7.053635451,20,3
45761,458,61,0.435,0.32,0.3625,546,55,470,7.053635451,20,3
45762,458,62,0.4475,0.2725,0.6325,980,63,470,7.053635451,20,3
45763,458,63,0.42,0.1275,0.745,567,99,470,7.053635451,20,3
45764,458,64,0.2925,0.09,0.2875,230,54,470,7.053635451,20,3
45765,458,65,0.44,0.2375,0.46,425,86,470,7.053635451,20,3
45766,458,66,0.37,0.375,0.6925,635,48,470,7.053635451,20,3
45767,458,67,0.2025,0.255,0.3775,928,18,470,7.053635451,20,3
45768,458,68,0.4575,0.385,0.115,141,10,470,7.053635451,20,3
