design_id,overload_condition_id,source_operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,fraction_of_attackers,number_of_attackers,realized_fraction_of_attackers,number_of_attackers,transaction_arrival_rate
D098,S025,O023,5,182,0.327478932,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,3.778603064
D098,S026,O069,5,182,0.327478932,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,3.778603064
D098,S027,O054,5,182,0.327478932,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,3.778603064
D098,S028,O063,5,182,0.327478932,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,3.778603064
D098,S029,O058,5,182,0.327478932,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,3.778603064
D098,S030,O042,5,182,0.327478932,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,3.778603064
D098,S031,O083,5,182,0.327478932,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,3.778603064
D098,S032,O086,5,182,0.327478932,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,3.778603064
D099,S001,O004,4,393,1.921945994,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,10.26994043
D099,S002,O061,4,393,1.921945994,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,10.26994043
D099,S003,O084,4,393,1.921945994,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,10.26994043
D099,S004,O040,4,393,1.921945994,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,10.26994043
D099,S005,O074,4,393,1.921945994,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,10.26994043
D099,S006,O014,4,393,1.921945994,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,10.26994043
D099,S007,O095,4,393,1.921945994,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,10.26994043
D099,S008,O008,4,393,1.921945994,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,10.26994043
D099,S009,O044,4,393,1.921945994,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,10.26994043
D099,S010,O071,4,393,1.921945994,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,10.26994043
D099,S011,O005,4,393,1.921945994,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,10.26994043
D099,S012,O094,4,393,1.921945994,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,10.26994043
D099,S013,O049,4,393,1.921945994,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,10.26994043
D099,S014,O002,4,393,1.921945994,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,10.26994043
D099,S015,O009,4,393,1.921945994,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,10.26994043
D099,S016,O096,4,393,1.921945994,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,10.26994043
D099,S017,O067,4,393,1.921945994,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,10.26994043
D099,S018,O037,4,393,1.921945994,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,10.26994043
D099,S019,O039,4,393,1.921945994,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,10.26994043
D099,S020,O029,4,393,1.921945994,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,10.26994043
D099,S021,O055,4,393,1.921945994,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,10.26994043
D099,S022,O075,4,393,1.921945994,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,10.26994043
D099,S023,O052,4,393,1.921945994,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,10.26994043
D099,S024,O020,4,393,1.921945994,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,10.26994043
D099,S025,O023,4,393,1.921945994,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,10.26994043
D099,S026,O069,4,393,1.921945994,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,10.26994043
D099,S027,O054,4,393,1.921945994,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,10.26994043
D099,S028,O063,4,393,1.921945994,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,10.26994043
D099,S029,O058,4,393,1.921945994,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,10.26994043
D099,S030,O042,4,393,1.921945994,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,10.26994043
D099,S031,O083,4,393,1.921945994,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,10.26994043
D099,S032,O086,4,393,1.921945994,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,10.26994043
D100,S001,O004,3,113,0.611512327,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,11.36438837
D100,S002,O061,3,113,0.611512327,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,11.36438837
D100,S003,O084,3,113,0.611512327,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,11.36438837
D100,S004,O040,3,113,0.611512327,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,11.36438837
D100,S005,O074,3,113,0.611512327,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,11.36438837
D100,S006,O014,3,113,0.611512327,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,11.36438837
D100,S007,O095,3,113,0.611512327,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,11.36438837
D100,S008,O008,3,113,0.611512327,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,11.36438837
D100,S009,O044,3,113,0.611512327,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,11.36438837
D100,S010,O071,3,113,0.611512327,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,11.36438837
D100,S011,O005,3,113,0.611512327,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,11.36438837
D100,S012,O094,3,113,0.611512327,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,11.36438837
D100,S013,O049,3,113,0.611512327,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,11.36438837
D100,S014,O002,3,113,0.611512327,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,11.36438837
D100,S015,O009,3,113,0.611512327,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,11.36438837
D100,S016,O096,3,113,0.611512327,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,11.36438837
D100,S017,O067,3,113,0.611512327,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,11.36438837
D100,S018,O037,3,113,0.611512327,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,11.36438837
D100,S019,O039,3,113,0.611512327,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,11.36438837
D100,S020,O029,3,113,0.611512327,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,11.36438837
D100,S021,O055,3,113,0.611512327,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,11.36438837
D100,S022,O075,3,113,0.611512327,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,11.36438837
D100,S023,O052,3,113,0.611512327,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,11.36438837
D100,S024,O020,3,113,0.611512327,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,11.36438837
D100,S025,O023,3,113,0.611512327,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,11.36438837
D100,S026,O069,3,113,0.611512327,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,11.36438837
D100,S027,O054,3,113,0.611512327,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,11.36438837
D100,S028,O063,3,113,0.611512327,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,11.36438837
D100,S029,O058,3,113,0.611512327,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,11.36438837
D100,S030,O042,3,113,0.611512327,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,11.36438837
D100,S031,O083,3,113,0.611512327,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,11.36438837
D100,S032,O086,3,113,0.611512327,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,11.36438837
D101,S001,O004,5,167,5.760753696,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,72.44061534
D101,S002,O061,5,167,5.760753696,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,72.44061534
D101,S003,O084,5,167,5.760753696,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,72.44061534
D101,S004,O040,5,167,5.760753696,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,72.44061534
D101,S005,O074,5,167,5.760753696,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,72.44061534
D101,S006,O014,5,167,5.760753696,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,72.44061534
D101,S007,O095,5,167,5.760753696,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,72.44061534
D101,S008,O008,5,167,5.760753696,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,72.44061534
D101,S009,O044,5,167,5.760753696,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,72.44061534
D101,S010,O071,5,167,5.760753696,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,72.44061534
D101,S011,O005,5,167,5.760753696,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,72.44061534
D101,S012,O094,5,167,5.760753696,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,72.44061534
D101,S013,O049,5,167,5.760753696,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,72.44061534
D101,S014,O002,5,167,5.760753696,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,72.44061534
D101,S015,O009,5,167,5.760753696,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,72.44061534
D101,S016,O096,5,167,5.760753696,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,72.44061534
D101,S017,O067,5,167,5.760753696,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,72.44061534
D101,S018,O037,5,167,5.760753696,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,72.44061534
D101,S019,O039,5,167,5.760753696,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,72.44061534
D101,S020,O029,5,167,5.760753696,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,72.44061534
D101,S021,O055,5,167,5.760753696,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,72.44061534
D101,S022,O075,5,167,5.760753696,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,72.44061534
D101,S023,O052,5,167,5.760753696,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,72.44061534
D101,S024,O020,5,167,5.760753696,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,72.44061534
D101,S025,O023,5,167,5.760753696,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,72.44061534
D101,S026,O069,5,167,5.760753696,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,72.44061534
D101,S027,O054,5,167,5.760753696,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,72.44061534
D101,S028,O063,5,167,5.760753696,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,72.44061534
D101,S029,O058,5,167,5.760753696,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,72.44061534
D101,S030,O042,5,167,5.760753696,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,72.44061534
D101,S031,O083,5,167,5.760753696,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,72.44061534
D101,S032,O086,5,167,5.760753696,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,72.44061534
D102,S001,O004,8,204,3.127787756,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,32.19781513
D102,S002,O061,8,204,3.127787756,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,32.19781513
D102,S003,O084,8,204,3.127787756,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,32.19781513
D102,S004,O040,8,204,3.127787756,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,32.19781513
D102,S005,O074,8,204,3.127787756,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,32.19781513
D102,S006,O014,8,204,3.127787756,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,32.19781513
D102,S007,O095,8,204,3.127787756,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,32.19781513
D102,S008,O008,8,204,3.127787756,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,32.19781513
D102,S009,O044,8,204,3.127787756,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,32.19781513
D102,S010,O071,8,204,3.127787756,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,32.19781513
D102,S011,O005,8,204,3.127787756,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,32.19781513
D102,S012,O094,8,204,3.127787756,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,32.19781513
D102,S013,O049,8,204,3.127787756,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,32.19781513
D102,S014,O002,8,204,3.127787756,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,32.19781513
D102,S015,O009,8,204,3.127787756,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,32.19781513
D102,S016,O096,8,204,3.127787756,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,32.19781513
D102,S017,O067,8,204,3.127787756,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,32.19781513
D102,S018,O037,8,204,3.127787756,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,32.19781513
D102,S019,O039,8,204,3.127787756,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,32.19781513
D102,S020,O029,8,204,3.127787756,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,32.19781513
D102,S021,O055,8,204,3.127787756,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,32.19781513
D102,S022,O075,8,204,3.127787756,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,32.19781513
D102,S023,O052,8,204,3.127787756,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,32.19781513
D102,S024,O020,8,204,3.127787756,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,32.19781513
D102,S025,O023,8,204,3.127787756,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,32.19781513
D102,S026,O069,8,204,3.127787756,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,32.19781513
D102,S027,O054,8,204,3.127787756,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,32.19781513
D102,S028,O063,8,204,3.127787756,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,32.19781513
D102,S029,O058,8,204,3.127787756,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,32.19781513
D102,S030,O042,8,204,3.127787756,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,32.19781513
D102,S031,O083,8,204,3.127787756,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,32.19781513
D102,S032,O086,8,204,3.127787756,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,32.19781513
D103,S001,O004,2,622,0.587383364,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,1.983127112
D103,S002,O061,2,622,0.587383364,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,1.983127112
D103,S003,O084,2,622,0.587383364,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,1.983127112
D103,S004,O040,2,622,0.587383364,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,1.983127112
D103,S005,O074,2,622,0.587383364,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,1.983127112
D103,S006,O014,2,622,0.587383364,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,1.983127112
D103,S007,O095,2,622,0.587383364,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,1.983127112
D103,S008,O008,2,622,0.587383364,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,1.983127112
D103,S009,O044,2,622,0.587383364,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,1.983127112
D103,S010,O071,2,622,0.587383364,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,1.983127112
D103,S011,O005,2,622,0.587383364,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,1.983127112
D103,S012,O094,2,622,0.587383364,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,1.983127112
D103,S013,O049,2,622,0.587383364,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,1.983127112
D103,S014,O002,2,622,0.587383364,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,1.983127112
D103,S015,O009,2,622,0.587383364,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,1.983127112
D103,S016,O096,2,622,0.587383364,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,1.983127112
D103,S017,O067,2,622,0.587383364,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,1.983127112
D103,S018,O037,2,622,0.587383364,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,1.983127112
D103,S019,O039,2,622,0.587383364,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,1.983127112
D103,S020,O029,2,622,0.587383364,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,1.983127112
D103,S021,O055,2,622,0.587383364,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,1.983127112
D103,S022,O075,2,622,0.587383364,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,1.983127112
D103,S023,O052,2,622,0.587383364,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,1.983127112
D103,S024,O020,2,622,0.587383364,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,1.983127112
D103,S025,O023,2,622,0.587383364,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,1.983127112
D103,S026,O069,2,622,0.587383364,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,1.983127112
D103,S027,O054,2,622,0.587383364,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,1.983127112
D103,S028,O063,2,622,0.587383364,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,1.983127112
D103,S029,O058,2,622,0.587383364,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,1.983127112
D103,S030,O042,2,622,0.587383364,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,1.983127112
D103,S031,O083,2,622,0.587383364,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,1.983127112
D103,S032,O086,2,622,0.587383364,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,1.983127112
D104,S001,O004,8,84,4.321434075,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,108.0358519
D104,S002,O061,8,84,4.321434075,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,108.0358519
D104,S003,O084,8,84,4.321434075,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,108.0358519
D104,S004,O040,8,84,4.321434075,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,108.0358519
D104,S005,O074,8,84,4.321434075,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,108.0358519
D104,S006,O014,8,84,4.321434075,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,108.0358519
D104,S007,O095,8,84,4.321434075,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,108.0358519
D104,S008,O008,8,84,4.321434075,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,108.0358519
D104,S009,O044,8,84,4.321434075,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,108.0358519
D104,S010,O071,8,84,4.321434075,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,108.0358519
D104,S011,O005,8,84,4.321434075,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,108.0358519
D104,S012,O094,8,84,4.321434075,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,108.0358519
D104,S013,O049,8,84,4.321434075,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,108.0358519
D104,S014,O002,8,84,4.321434075,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,108.0358519
D104,S015,O009,8,84,4.321434075,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,108.0358519
D104,S016,O096,8,84,4.321434075,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,108.0358519
D104,S017,O067,8,84,4.321434075,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,108.0358519
D104,S018,O037,8,84,4.321434075,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,108.0358519
D104,S019,O039,8,84,4.321434075,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,108.0358519
D104,S020,O029,8,84,4.321434075,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,108.0358519
D104,S021,O055,8,84,4.321434075,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,108.0358519
D104,S022,O075,8,84,4.321434075,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,108.0358519
D104,S023,O052,8,84,4.321434075,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,108.0358519
D104,S024,O020,8,84,4.321434075,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,108.0358519
D104,S025,O023,8,84,4.321434075,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,108.0358519
D104,S026,O069,8,84,4.321434075,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,108.0358519
D104,S027,O054,8,84,4.321434075,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,108.0358519
D104,S028,O063,8,84,4.321434075,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,108.0358519
D104,S029,O058,8,84,4.321434075,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,108.0358519
D104,S030,O042,8,84,4.321434075,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,108.0358519
D104,S031,O083,8,84,4.321434075,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,108.0358519
D104,S032,O086,8,84,4.321434075,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,108.0358519
D105,S001,O004,4,74,1.688409456,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,47.9143224
D105,S002,O061,4,74,1.688409456,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,47.9143224
D105,S003,O084,4,74,1.688409456,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,47.9143224
D105,S004,O040,4,74,1.688409456,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,47.9143224
D105,S005,O074,4,74,1.688409456,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,47.9143224
D105,S006,O014,4,74,1.688409456,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,47.9143224
D105,S007,O095,4,74,1.688409456,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,47.9143224
D105,S008,O008,4,74,1.688409456,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,47.9143224
D105,S009,O044,4,74,1.688409456,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,47.9143224
D105,S010,O071,4,74,1.688409456,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,47.9143224
D105,S011,O005,4,74,1.688409456,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,47.9143224
D105,S012,O094,4,74,1.688409456,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,47.9143224
D105,S013,O049,4,74,1.688409456,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,47.9143224
D105,S014,O002,4,74,1.688409456,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,47.9143224
D105,S015,O009,4,74,1.688409456,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,47.9143224
D105,S016,O096,4,74,1.688409456,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,47.9143224
D105,S017,O067,4,74,1.688409456,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,47.9143224
D105,S018,O037,4,74,1.688409456,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,47.9143224
D105,S019,O039,4,74,1.688409456,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,47.9143224
D105,S020,O029,4,74,1.688409456,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,47.9143224
D105,S021,O055,4,74,1.688409456,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,47.9143224
D105,S022,O075,4,74,1.688409456,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,47.9143224
D105,S023,O052,4,74,1.688409456,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,47.9143224
D105,S024,O020,4,74,1.688409456,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,47.9143224
D105,S025,O023,4,74,1.688409456,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,47.9143224
D105,S026,O069,4,74,1.688409456,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,47.9143224
D105,S027,O054,4,74,1.688409456,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,47.9143224
D105,S028,O063,4,74,1.688409456,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,47.9143224
